lifetime_value,ltv_percentile,guest_id,generation,booking_channel,loyalty_tier,total_visits,party_composition,num_children,dietary_flag,room_revenue,amount
9713.81,0.906510851,G0459,Millennial,Direct,Silver,2,Solo,0,Vegetarian,9145.78,568.03
9319.16,0.908180301,G0374,Boomer,Corporate,Silver,3,Group,0,Vegan,8533.43,785.73
9265.62,0.909849750,G0503,Boomer,OTA,Silver,2,Solo,0,None,8763.74,501.88
9235.47,0.911519199,G0243,Millennial,OTA,None,1,Solo,0,Dairy-Free,9044.1,191.37
9172.61,0.913188648,G0045,Gen X,OTA,None,1,Solo,0,Halal,8806.77,365.84
9078.26,0.914858097,G0125,Millennial,OTA,Silver,3,Couple,0,None,8572.41,505.85
8940.34,0.916527546,G0047,Gen Z,OTA,None,1,Solo,0,None,8706.75,233.59
8752.83,0.918196995,G0155,Boomer,OTA,None,2,Couple,0,Halal,8192.82,560.01
8135.03,0.919866444,G0287,Gen Z,Travel Agent,None,2,Group,0,Vegetarian,7739.73,395.3
8057.68,0.921535893,G0485,Millennial,OTA,None,1,Group,0,Vegetarian,7747.41,310.27
8006.72,0.923205342,G0497,Millennial,OTA,None,1,Couple,0,Dairy-Free,7709.7,297.02
7960.02,0.924874791,G0189,Millennial,Corporate,None,1,Group,0,Nut Allergy,7523.76,436.26
7877.34,0.926544240,G0023,Gen Z,Corporate,Silver,5,Couple,0,Dairy-Free,7462.09,415.25
7855.9,0.928213689,G0239,Gen Z,OTA,None,1,Solo,0,None,7546.8,309.1
7842,0.929883139,G0046,Boomer,OTA,None,2,Couple,0,None,7561.62,280.38
7824.59,0.931552588,G0337,Gen Z,OTA,None,1,Solo,0,None,7447.53,377.06
7654.39,0.933222037,G0031,Millennial,OTA,None,2,Group,0,Dairy-Free,7136.24,518.15
7580.34,0.934891486,G0075,Boomer,Travel Agent,None,1,Couple,0,None,7272,308.34
7537.66,0.936560935,G0231,Gen Z,OTA,None,2,Solo,0,None,7233.36,304.3
7450.46,0.938230384,G0346,Millennial,OTA,None,1,Couple,0,Dairy-Free,6917.76,532.7
7010.41,0.939899833,G0487,Millennial,OTA,None,1,Group,0,None,6850.56,159.85
6931.31,0.941569282,G0565,Boomer,OTA,None,1,Solo,0,None,6596.1,335.21
6818.47,0.943238731,G0119,Millennial,Corporate,None,1,Couple,0,None,6533.61,284.86
6807.27,0.944908180,G0468,Millennial,OTA,None,2,Solo,0,None,6448.23,359.04
6600.23,0.946577629,G0080,Gen Z,Corporate,Silver,2,Solo,0,None,6125.34,474.89
6594,0.948247078,G0188,Gen X,Corporate,Silver,2,Couple,0,None,6129.75,464.25
6397.09,0.949916528,G0569,Gen X,Corporate,None,1,Group,0,None,6146.01,251.08
6365.88,0.951585977,G0195,Millennial,OTA,None,2,Couple,0,None,5974.940000000,390.94
6101.43,0.953255426,G0353,Millennial,OTA,None,1,Couple,0,Vegan,5770.68,330.75
6080.6,0.954924875,G0488,Gen Z,Corporate,None,1,Couple,0,Vegetarian,5881.46,199.14
5622.62,0.956594324,G0054,Millennial,OTA,None,1,Group,0,None,5501.4,121.22
5202.68,0.958263773,G0288,Millennial,Corporate,None,1,Group,0,Nut Allergy,5049.6,153.08
5165.05,0.959933222,G0445,Millennial,Corporate,Silver,2,Couple,0,Dairy-Free,4954.38,210.67
4897.23,0.961602671,G0033,Boomer,Direct,None,1,Solo,0,Vegetarian,4766.24,130.99
4783.68,0.963272120,G0221,Gen Z,OTA,None,1,Couple,0,Vegan,4456.2,327.48
4762.37,0.964941569,G0254,Millennial,OTA,None,1,Group,0,None,4415.36,347.01
4461.41,0.966611018,G0475,Gen X,Corporate,None,1,Solo,0,Gluten-Free,4209.81,251.6
3942.31,0.968280467,G0171,Gen X,OTA,None,1,Group,0,Kosher,3723.98,218.33
3707.2,0.969949917,G0426,Millennial,OTA,None,2,Couple,0,None,3458.72,248.48
3660.16,0.971619366,G0519,Millennial,OTA,None,1,Group,0,Halal,3295.92,364.24
3541.98,0.973288815,G0292,Millennial,Corporate,None,2,Solo,0,Gluten-Free,3372.18,169.8
3459.48,0.974958264,G0323,Boomer,Direct,Silver,2,Solo,0,None,3209.32,250.16
3300.31,0.976627713,G0115,Gen Z,OTA,None,1,Couple,0,None,3097.82,202.49
3013.35,0.978297162,G0079,Gen Z,OTA,None,1,Group,0,None,2924.04,89.31
2870.27,0.979966611,G0439,Millennial,OTA,None,1,Couple,0,None,2807.28,62.99
2785.41,0.981636060,G0018,Millennial,Direct,None,1,Solo,0,Kosher,2632.68,152.73
2371.78,0.983305509,G0059,Gen Z,OTA,None,1,Couple,0,Gluten-Free,2166.01,205.77
2368.82,0.984974958,G0466,Millennial,Corporate,None,1,Solo,0,Vegetarian,2208.24,160.58
1872.28,0.986644407,G0441,Gen Z,OTA,None,1,Group,0,None,1753.08,119.2
1792.79,0.988313856,G0015,Boomer,Direct,None,1,Couple,0,Vegetarian,1663.12,129.67
1667.62,0.989983306,G0143,Gen Z,OTA,None,1,Solo,0,Gluten-Free,1584.66,82.96
1630.08,0.991652755,G0529,Gen X,Direct,None,1,Couple,0,None,1349.19,280.89
1376.06,0.993322204,G0395,Gen X,Corporate,None,1,Couple,0,Gluten-Free,1318.3,57.76
1284.36,0.994991653,G0102,Gen Z,OTA,None,1,Solo,0,None,1209,75.36
1097.45,0.996661102,G0416,Gen Z,OTA,None,1,Group,0,None,1011.2,86.25
810.56,0.998330551,G0124,Gen Z,Direct,None,1,Couple,0,Gluten-Free,766.96,43.6
808.67,1,G0240,Gen Z,OTA,None,1,Group,0,None,748.92,59.75
