reservation_id,guest_id,stay_number,checkin_date,checkin_day,length_of_stay,lead_time_days,purpose,room_category,rate_type,nightly_rate,room_revenue,satisfaction_score,nps,rebooked_direct
R01442,G0264,10,2023-10-18,Saturday,2,8,Bleisure,Presidential Suite,OTA Rate,695.87,1391.74,9.1,Promoter,False
R01443,G0264,11,2024-07-27,Saturday,3,25,Bleisure,Suite,OTA Rate,377.08,1131.24,8.3,Passive,False
R01444,G0264,12,2023-06-16,Thursday,3,19,Bleisure,Junior Suite,OTA Rate,256.94,770.82,7.2,Passive,False
R01445,G0264,13,2024-07-04,Wednesday,3,18,Business,Presidential Suite,OTA Rate,664.02,1992.06,8.5,Passive,True
R01446,G0264,14,2023-10-03,Tuesday,6,2,Leisure,Junior Suite,OTA Rate,268.77,1612.62,7.7,Passive,False
R01447,G0264,15,2024-09-04,Sunday,3,2,Bleisure,Deluxe,OTA Rate,189.36,568.08,7.8,Passive,False
R01448,G0264,16,2024-05-23,Monday,5,10,Bleisure,Suite,OTA Rate,381.49,1907.45,8.7,Passive,True
R01449,G0265,1,2023-01-16,Saturday,4,103,Bleisure,Standard,Loyalty Rate,133.33,533.32,8.8,Passive,False
R01450,G0265,2,2023-04-11,Wednesday,5,30,Leisure,Junior Suite,Loyalty Rate,247.54,1237.7,8.1,Passive,False
R01451,G0265,3,2024-02-15,Tuesday,2,81,Business,Deluxe,BAR,179.27,358.54,8.3,Passive,False
R01452,G0265,4,2024-02-13,Tuesday,3,110,Bleisure,Standard,BAR,128.44,385.32,9.5,Promoter,False
R01453,G0265,5,2023-08-23,Wednesday,1,105,Business,Junior Suite,BAR,244.64,244.64,8.3,Passive,False
R01454,G0265,6,2023-05-21,Wednesday,2,29,Bleisure,Deluxe,Loyalty Rate,175.75,351.5,10.0,Promoter,True
R01455,G0266,1,2023-04-07,Saturday,3,19,Leisure,Junior Suite,OTA Rate,267.54,802.62,6.8,Detractor,False
R01456,G0266,2,2024-11-13,Friday,6,30,Leisure,Junior Suite,OTA Rate,279.81,1678.86,5.2,Detractor,False
R01457,G0267,1,2023-09-25,Sunday,4,23,Leisure,Deluxe,OTA Rate,205.33,821.32,7.3,Passive,False
R01458,G0267,2,2023-06-07,Friday,3,23,Leisure,Junior Suite,OTA Rate,279.47,838.41,7.3,Passive,False
R01459,G0268,1,2024-11-22,Sunday,7,6,Leisure,Junior Suite,OTA Rate,291.83,2042.81,7.3,Passive,False
R01460,G0268,2,2023-11-06,Friday,6,16,Leisure,Junior Suite,OTA Rate,286.77,1720.62,7.1,Passive,False
R01461,G0269,1,2023-07-23,Sunday,7,89,Leisure,Presidential Suite,Loyalty Rate,600.81,4205.67,7.7,Passive,False
R01462,G0269,2,2024-09-24,Wednesday,7,51,Leisure,Presidential Suite,Loyalty Rate,655.9,4591.3,7.1,Passive,False
R01463,G0269,3,2023-12-08,Saturday,7,81,Leisure,Deluxe,BAR,172.57,1207.99,7.9,Passive,False
R01464,G0269,4,2023-11-25,Saturday,5,65,Leisure,Suite,Loyalty Rate,359.42,1797.1,7.4,Passive,False
R01465,G0269,5,2024-02-12,Saturday,5,53,Leisure,Suite,Package,364.59,1822.95,7.6,Passive,False
R01466,G0270,1,2023-11-23,Tuesday,6,13,Leisure,Deluxe,OTA Rate,187.19,1123.14,7.8,Passive,False
R01467,G0270,2,2023-07-07,Monday,2,18,Leisure,Deluxe,OTA Rate,201.95,403.9,8.9,Passive,False
R01468,G0270,3,2024-10-12,Saturday,4,15,Bleisure,Deluxe,OTA Rate,193.72,774.88,7.9,Passive,False
R01469,G0270,4,2024-08-26,Sunday,7,1,Leisure,Standard,OTA Rate,155.4,1087.8,6.6,Detractor,False
R01470,G0270,5,2023-06-16,Tuesday,2,19,Business,Junior Suite,OTA Rate,278.23,556.46,8.0,Passive,False
R01471,G0271,1,2023-01-14,Saturday,5,42,Leisure,Junior Suite,BAR,270.67,1353.35,8.2,Passive,False
R01472,G0271,2,2024-02-13,Friday,2,27,Business,Suite,BAR,390.67,781.34,7.0,Passive,False
R01473,G0271,3,2023-03-10,Thursday,2,23,Leisure,Junior Suite,Package,267.14,534.28,7.4,Passive,False
R01474,G0272,1,2023-03-28,Thursday,3,82,Leisure,Deluxe,BAR,197.94,593.82,7.2,Passive,False
R01475,G0272,2,2024-04-19,Saturday,1,62,Business,Suite,Package,404.18,404.18,6.9,Detractor,False
R01476,G0272,3,2023-01-22,Tuesday,5,18,Leisure,Deluxe,BAR,192.36,961.8,8.0,Passive,False
R01477,G0272,4,2024-12-02,Sunday,2,74,Leisure,Presidential Suite,Promotional,705.04,1410.08,7.4,Passive,False
R01478,G0273,1,2023-08-12,Saturday,4,3,Bleisure,Standard,Corporate Rate,124.05,496.2,8.1,Passive,False
R01479,G0273,2,2024-04-19,Tuesday,1,17,Business,Suite,Corporate Rate,345.5,345.5,7.4,Passive,False
R01480,G0273,3,2023-08-17,Wednesday,3,16,Bleisure,Standard,Corporate Rate,128.78,386.34,7.8,Passive,False
R01481,G0273,4,2024-09-24,Thursday,2,12,Business,Standard,Corporate Rate,122.18,244.36,8.7,Passive,True
R01482,G0273,5,2023-12-24,Thursday,1,9,Business,Junior Suite,Corporate Rate,236.14,236.14,7.8,Passive,False
R01483,G0274,1,2024-11-05,Friday,6,29,Leisure,Suite,OTA Rate,368.72,2212.32,7.7,Passive,False
R01484,G0274,2,2024-12-10,Thursday,4,20,Leisure,Suite,OTA Rate,409.55,1638.2,6.3,Detractor,False
R01485,G0275,1,2024-03-14,Friday,4,33,Leisure,Deluxe,BAR,218.84,875.36,7.0,Passive,False
R01486,G0276,1,2024-05-21,Wednesday,5,8,Business,Standard,Corporate Rate,121.71,608.55,7.9,Passive,False
R01487,G0276,2,2024-07-27,Tuesday,3,18,Business,Deluxe,Corporate Rate,164.55,493.65,6.4,Detractor,False
R01488,G0277,1,2024-03-14,Saturday,6,27,Leisure,Standard,OTA Rate,142.03,852.18,4.9,Detractor,False
R01489,G0277,2,2024-08-06,Monday,4,28,Leisure,Standard,OTA Rate,147.46,589.84,5.4,Detractor,False
R01490,G0278,1,2023-08-19,Saturday,5,18,Bleisure,Deluxe,OTA Rate,190.35,951.75,7.3,Passive,False
R01491,G0279,1,2024-04-23,Wednesday,3,23,Business,Standard,OTA Rate,149.73,449.19,5.9,Detractor,False
R01492,G0279,2,2023-01-04,Thursday,4,21,Leisure,Junior Suite,OTA Rate,274.15,1096.6,8.6,Passive,False
R01493,G0280,1,2023-06-28,Saturday,5,25,Bleisure,Junior Suite,OTA Rate,257.26,1286.3,5.8,Detractor,False
R01494,G0280,2,2023-02-03,Thursday,6,9,Leisure,Junior Suite,OTA Rate,258.49,1550.94,6.7,Detractor,False
R01495,G0281,1,2024-05-15,Saturday,7,51,Leisure,Deluxe,BAR,216.11,1512.77,8.4,Passive,False
R01496,G0281,2,2023-09-26,Friday,6,24,Leisure,Junior Suite,BAR,292.33,1753.98,9.1,Promoter,False
R01497,G0281,3,2024-03-01,Friday,5,63,Leisure,Junior Suite,BAR,303.75,1518.75,9.1,Promoter,False
R01498,G0281,4,2023-03-10,Thursday,7,80,Leisure,Deluxe,BAR,207.23,1450.61,8.5,Passive,True
R01499,G0282,1,2023-03-03,Wednesday,3,6,Business,Deluxe,OTA Rate,185.93,557.79,7.1,Passive,False
R01500,G0283,1,2024-06-13,Monday,7,63,Leisure,Standard,Package,132.06,924.42,8.3,Passive,False
R01501,G0283,2,2024-03-14,Friday,4,70,Business,Deluxe,Loyalty Rate,179.28,717.12,8.7,Passive,True
R01502,G0283,3,2024-02-10,Friday,3,65,Leisure,Junior Suite,BAR,262.39,787.17,7.7,Passive,False
R01503,G0283,4,2024-07-15,Wednesday,6,66,Leisure,Suite,Loyalty Rate,362.08,2172.48,7.4,Passive,False
R01504,G0283,5,2023-10-15,Saturday,6,79,Leisure,Junior Suite,Loyalty Rate,243.23,1459.38,8.1,Passive,False
R01505,G0284,1,2023-12-04,Saturday,2,63,Leisure,Junior Suite,Loyalty Rate,248.72,497.44,7.7,Passive,False
R01506,G0284,2,2023-11-08,Wednesday,6,78,Leisure,Suite,Package,340.11,2040.66,7.7,Passive,False
R01507,G0284,3,2023-11-19,Saturday,2,52,Leisure,Junior Suite,Loyalty Rate,240.44,480.88,8.7,Passive,True
R01508,G0284,4,2023-09-26,Saturday,7,23,Leisure,Junior Suite,Loyalty Rate,257.33,1801.31,8.9,Passive,True
R01509,G0284,5,2024-02-05,Thursday,1,65,Business,Suite,BAR,377.54,377.54,8.2,Passive,False
R01510,G0284,6,2023-01-16,Sunday,6,88,Leisure,Deluxe,Package,185.85,1115.1,9.3,Promoter,True
R01511,G0284,7,2024-08-03,Sunday,5,29,Leisure,Junior Suite,Loyalty Rate,246.16,1230.8,7.2,Passive,False
R01512,G0284,8,2023-07-28,Thursday,2,72,Leisure,Junior Suite,Package,252.05,504.1,7.9,Passive,False
R01513,G0284,9,2023-11-12,Wednesday,6,51,Leisure,Deluxe,Loyalty Rate,182.99,1097.94,7.5,Passive,False
R01514,G0285,1,2024-07-02,Saturday,2,44,Leisure,Suite,BAR,438.28,876.56,5.3,Detractor,False
R01515,G0285,2,2024-09-07,Tuesday,4,86,Leisure,Deluxe,BAR,189.85,759.4,7.0,Passive,False
R01516,G0286,1,2024-01-25,Monday,4,82,Leisure,Deluxe,Loyalty Rate,174.29,697.16,7.7,Passive,False
R01517,G0286,2,2024-09-13,Sunday,4,43,Leisure,Junior Suite,BAR,258.79,1035.16,9.3,Promoter,False
R01518,G0286,3,2023-09-09,Saturday,7,23,Leisure,Junior Suite,BAR,248.71,1740.97,8.6,Passive,True
R01519,G0286,4,2023-01-06,Friday,4,42,Bleisure,Junior Suite,Loyalty Rate,255.15,1020.6,7.3,Passive,False
R01520,G0286,5,2024-08-16,Saturday,2,27,Leisure,Deluxe,Package,186.71,373.42,9.6,Promoter,False
R01521,G0286,6,2024-11-04,Friday,3,25,Business,Deluxe,Loyalty Rate,178.08,534.24,9.1,Promoter,True
R01522,G0286,7,2024-05-02,Wednesday,1,66,Business,Junior Suite,Loyalty Rate,261.7,261.7,8.6,Passive,True
R01523,G0286,8,2024-06-09,Monday,7,22,Leisure,Junior Suite,Loyalty Rate,251.9,1763.3,7.9,Passive,False
R01524,G0286,9,2024-09-07,Saturday,7,51,Leisure,Suite,Package,352.17,2465.19,7.3,Passive,False
R01525,G0287,1,2023-01-31,Monday,3,87,Leisure,Deluxe,BAR,199.17,597.51,6.5,Detractor,False
R01526,G0287,2,2024-08-01,Wednesday,3,56,Business,Standard,BAR,141.6,424.8,8.0,Passive,False
R01527,G0288,1,2024-08-29,Saturday,5,6,Bleisure,Standard,Corporate Rate,126.24,631.2,8.3,Passive,False
R01528,G0289,1,2024-02-06,Saturday,3,8,Bleisure,Junior Suite,OTA Rate,273.23,819.69,7.5,Passive,False
R01529,G0289,2,2024-10-12,Wednesday,5,22,Leisure,Suite,OTA Rate,380.8,1904.0,6.2,Detractor,False
R01530,G0290,1,2023-10-03,Saturday,5,21,Leisure,Deluxe,OTA Rate,208.91,1044.55,5.8,Detractor,False
R01531,G0290,2,2024-11-27,Friday,3,6,Leisure,Standard,OTA Rate,151.54,454.62,7.1,Passive,False
R01532,G0290,3,2024-11-08,Tuesday,5,7,Leisure,Deluxe,OTA Rate,183.56,917.8,5.6,Detractor,False
R01533,G0290,4,2023-04-03,Wednesday,6,12,Leisure,Deluxe,OTA Rate,187.8,1126.8,7.3,Passive,False
R01534,G0291,1,2023-09-30,Friday,7,8,Leisure,Junior Suite,OTA Rate,280.22,1961.54,6.2,Detractor,False
R01535,G0292,1,2024-04-04,Friday,2,10,Business,Deluxe,Corporate Rate,161.85,323.7,6.4,Detractor,False
R01536,G0292,2,2024-12-07,Tuesday,1,16,Business,Standard,Corporate Rate,130.43,130.43,5.8,Detractor,False
R01537,G0293,1,2024-12-17,Friday,4,25,Leisure,Junior Suite,OTA Rate,281.33,1125.32,6.7,Detractor,False
R01538,G0294,1,2023-09-06,Sunday,4,86,Leisure,Deluxe,BAR,215.15,860.6,6.8,Detractor,False
R01539,G0294,2,2024-08-06,Friday,6,68,Leisure,Standard,Package,150.74,904.44,6.6,Detractor,False
R01540,G0294,3,2023-07-22,Thursday,2,69,Leisure,Deluxe,BAR,212.2,424.4,5.2,Detractor,False
R01541,G0295,1,2024-06-25,Saturday,5,88,Leisure,Deluxe,Package,188.41,942.05,7.8,Passive,False
R01542,G0295,2,2024-11-13,Tuesday,5,37,Leisure,Junior Suite,Loyalty Rate,241.78,1208.9,9.5,Promoter,True
R01543,G0295,3,2024-09-26,Friday,5,72,Bleisure,Suite,BAR,355.44,1777.2,9.4,Promoter,True
R01544,G0295,4,2023-12-20,Sunday,6,89,Leisure,Suite,BAR,377.11,2262.66,7.7,Passive,False
R01545,G0295,5,2024-07-15,Friday,6,65,Leisure,Junior Suite,Loyalty Rate,250.97,1505.82,7.6,Passive,False
R01546,G0295,6,2024-09-17,Sunday,5,52,Leisure,Standard,Loyalty Rate,129.22,646.1,8.5,Passive,True
R01547,G0295,7,2023-09-15,Saturday,5,39,Leisure,Junior Suite,BAR,264.38,1321.9,7.3,Passive,False
R01548,G0296,1,2024-09-05,Sunday,5,1,Bleisure,Standard,OTA Rate,138.37,691.85,6.5,Detractor,False
R01549,G0297,1,2023-11-01,Sunday,3,17,Business,Suite,Corporate Rate,325.06,975.18,8.4,Passive,False
R01550,G0297,2,2024-09-23,Sunday,4,10,Bleisure,Suite,Corporate Rate,353.94,1415.76,9.1,Promoter,False
R01551,G0297,3,2024-07-31,Tuesday,1,9,Business,Junior Suite,Corporate Rate,239.24,239.24,8.0,Passive,False
R01552,G0297,4,2023-11-26,Wednesday,3,18,Business,Standard,Corporate Rate,128.01,384.03,7.9,Passive,False
R01553,G0297,5,2024-07-07,Tuesday,3,15,Business,Deluxe,Corporate Rate,173.97,521.91,7.4,Passive,False
R01554,G0297,6,2024-11-14,Tuesday,2,13,Leisure,Junior Suite,Corporate Rate,242.99,485.98,7.4,Passive,False
R01555,G0297,7,2023-06-04,Monday,2,10,Business,Standard,Corporate Rate,133.09,266.18,7.9,Passive,False
R01556,G0297,8,2024-03-12,Saturday,1,11,Business,Junior Suite,Corporate Rate,240.51,240.51,8.4,Passive,False
R01557,G0298,1,2023-05-09,Saturday,6,30,Leisure,Suite,OTA Rate,409.43,2456.58,7.0,Passive,False
R01558,G0299,1,2024-10-26,Friday,6,21,Leisure,Standard,Package,147.05,882.3,6.2,Detractor,False
R01559,G0299,2,2023-01-03,Friday,7,76,Leisure,Junior Suite,Promotional,271.45,1900.15,8.3,Passive,False
R01560,G0300,1,2024-10-29,Saturday,4,3,Leisure,Deluxe,Corporate Rate,175.03,700.12,7.0,Passive,False
R01561,G0300,2,2023-11-11,Monday,1,13,Business,Standard,Corporate Rate,120.28,120.28,7.5,Passive,False
R01562,G0300,3,2023-07-18,Wednesday,2,6,Business,Standard,Corporate Rate,126.59,253.18,6.9,Detractor,False
R01563,G0301,1,2024-05-22,Monday,2,12,Business,Standard,OTA Rate,145.2,290.4,5.4,Detractor,False
R01564,G0301,2,2024-08-12,Wednesday,2,5,Leisure,Junior Suite,OTA Rate,286.9,573.8,8.3,Passive,False
R01565,G0301,3,2024-08-20,Monday,3,17,Leisure,Junior Suite,OTA Rate,264.3,792.9,8.2,Passive,False
R01566,G0301,4,2023-02-11,Thursday,2,28,Business,Presidential Suite,OTA Rate,668.07,1336.14,7.4,Passive,False
R01567,G0301,5,2024-04-04,Saturday,4,16,Bleisure,Deluxe,OTA Rate,194.56,778.24,7.7,Passive,False
R01568,G0301,6,2024-07-01,Tuesday,3,11,Bleisure,Presidential Suite,OTA Rate,726.95,2180.85,8.0,Passive,False
R01569,G0302,1,2023-01-06,Friday,4,23,Leisure,Suite,BAR,378.15,1512.6,6.5,Detractor,False
R01570,G0302,2,2024-12-05,Saturday,4,75,Leisure,Junior Suite,Package,241.79,967.16,7.7,Passive,False
R01571,G0302,3,2024-07-05,Monday,6,38,Leisure,Presidential Suite,Loyalty Rate,651.04,3906.24,8.7,Passive,False
R01572,G0302,4,2023-12-29,Friday,6,26,Leisure,Deluxe,Package,174.34,1046.04,7.1,Passive,False
R01573,G0302,5,2024-09-26,Friday,6,64,Leisure,Standard,Loyalty Rate,133.69,802.14,8.3,Passive,False
R01574,G0302,6,2023-02-21,Saturday,5,54,Leisure,Suite,Loyalty Rate,350.17,1750.85,7.0,Passive,False
R01575,G0302,7,2023-01-19,Thursday,7,33,Leisure,Deluxe,Package,169.63,1187.41,8.5,Passive,True
R01576,G0302,8,2024-01-27,Wednesday,7,44,Leisure,Junior Suite,Package,252.33,1766.31,8.1,Passive,False
R01577,G0303,1,2024-02-13,Thursday,7,24,Leisure,Standard,OTA Rate,145.7,1019.9,5.0,Detractor,False
R01578,G0304,1,2024-07-07,Tuesday,1,13,Business,Standard,Corporate Rate,132.63,132.63,8.7,Passive,True
R01579,G0304,2,2024-03-23,Wednesday,3,10,Bleisure,Deluxe,Corporate Rate,167.51,502.53,7.5,Passive,False
R01580,G0304,3,2023-07-24,Monday,2,12,Business,Deluxe,Corporate Rate,159.61,319.22,7.5,Passive,False
R01581,G0304,4,2024-06-03,Saturday,5,18,Leisure,Standard,Corporate Rate,129.93,649.65,8.3,Passive,False
R01582,G0304,5,2024-09-11,Sunday,1,8,Business,Standard,Corporate Rate,129.32,129.32,9.0,Promoter,True
R01583,G0304,6,2024-12-17,Wednesday,3,12,Business,Suite,Corporate Rate,322.35,967.05,7.3,Passive,False
R01584,G0304,7,2023-07-24,Sunday,5,15,Bleisure,Standard,Corporate Rate,124.2,621.0,8.1,Passive,False
R01585,G0304,8,2023-10-10,Wednesday,2,8,Business,Suite,Corporate Rate,328.81,657.62,8.4,Passive,False
R01586,G0304,9,2024-11-04,Wednesday,2,4,Business,Deluxe,Corporate Rate,168.25,336.5,8.7,Passive,False
R01587,G0305,1,2023-06-12,Thursday,5,16,Bleisure,Suite,OTA Rate,381.22,1906.1,8.0,Passive,False
R01588,G0305,2,2024-12-29,Friday,7,28,Leisure,Suite,OTA Rate,413.33,2893.31,7.9,Passive,False
R01589,G0305,3,2023-05-21,Sunday,6,25,Leisure,Deluxe,OTA Rate,193.18,1159.08,7.5,Passive,False
R01590,G0305,4,2023-03-17,Saturday,7,19,Leisure,Junior Suite,OTA Rate,288.47,2019.29,8.3,Passive,False
R01591,G0305,5,2024-05-12,Sunday,6,6,Leisure,Junior Suite,OTA Rate,282.18,1693.08,7.3,Passive,False
R01592,G0305,6,2024-08-13,Monday,3,5,Leisure,Suite,OTA Rate,370.9,1112.7,5.9,Detractor,False
R01593,G0305,7,2024-07-01,Tuesday,7,30,Leisure,Junior Suite,OTA Rate,264.52,1851.64,8.5,Passive,True
R01594,G0305,8,2024-02-15,Friday,6,8,Business,Standard,OTA Rate,144.75,868.5,8.9,Passive,True
R01595,G0305,9,2023-01-09,Tuesday,6,21,Leisure,Suite,OTA Rate,380.88,2285.28,6.3,Detractor,False
R01596,G0306,1,2023-01-09,Saturday,4,19,Leisure,Standard,OTA Rate,139.37,557.48,5.9,Detractor,False
R01597,G0306,2,2023-06-18,Saturday,4,12,Bleisure,Deluxe,OTA Rate,198.82,795.28,7.5,Passive,False
R01598,G0306,3,2023-12-14,Wednesday,5,19,Leisure,Junior Suite,OTA Rate,278.35,1391.75,8.6,Passive,True
R01599,G0307,1,2023-04-25,Thursday,2,4,Business,Standard,Corporate Rate,129.88,259.76,8.4,Passive,False
R01600,G0307,2,2024-03-16,Friday,2,14,Business,Presidential Suite,Corporate Rate,625.43,1250.86,8.1,Passive,False
R01601,G0307,3,2023-10-30,Thursday,4,21,Bleisure,Presidential Suite,Corporate Rate,562.26,2249.04,8.6,Passive,True
R01602,G0307,4,2024-07-24,Thursday,4,13,Leisure,Junior Suite,Corporate Rate,225.73,902.92,9.8,Promoter,False
R01603,G0307,5,2024-10-07,Thursday,3,15,Business,Junior Suite,Corporate Rate,232.98,698.94,8.2,Passive,False
R01604,G0307,6,2023-08-05,Thursday,2,13,Business,Junior Suite,Corporate Rate,234.53,469.06,8.1,Passive,False
R01605,G0307,7,2023-06-21,Thursday,1,6,Business,Suite,Corporate Rate,338.95,338.95,8.3,Passive,False
R01606,G0307,8,2023-11-19,Friday,3,16,Bleisure,Deluxe,Corporate Rate,167.56,502.68,7.9,Passive,False
R01607,G0307,9,2023-05-23,Tuesday,2,3,Business,Junior Suite,Corporate Rate,247.3,494.6,8.8,Passive,True
R01608,G0307,10,2024-03-07,Friday,3,9,Leisure,Junior Suite,Corporate Rate,250.94,752.82,10.0,Promoter,True
R01609,G0307,11,2024-01-09,Tuesday,1,3,Business,Deluxe,Corporate Rate,163.78,163.78,9.0,Promoter,False
R01610,G0308,1,2023-04-03,Saturday,6,27,Leisure,Deluxe,BAR,190.9,1145.4,7.0,Passive,False
R01611,G0308,2,2023-05-13,Thursday,4,96,Leisure,Deluxe,BAR,196.97,787.88,7.3,Passive,False
R01612,G0308,3,2024-12-27,Thursday,7,48,Leisure,Standard,Package,157.07,1099.49,6.2,Detractor,False
R01613,G0309,1,2024-04-23,Thursday,5,4,Leisure,Deluxe,OTA Rate,202.1,1010.5,7.0,Passive,False
R01614,G0309,2,2024-10-20,Saturday,6,13,Leisure,Standard,OTA Rate,151.48,908.88,6.5,Detractor,False
R01615,G0310,1,2023-11-04,Friday,6,11,Leisure,Deluxe,OTA Rate,186.26,1117.56,6.6,Detractor,False
R01616,G0310,2,2023-08-29,Friday,6,9,Leisure,Junior Suite,OTA Rate,276.98,1661.88,9.6,Promoter,True
R01617,G0311,1,2023-01-08,Friday,3,52,Bleisure,Presidential Suite,Package,752.92,2258.76,7.0,Passive,False
R01618,G0311,2,2023-04-01,Thursday,2,103,Leisure,Standard,BAR,142.12,284.24,6.5,Detractor,False
R01619,G0312,1,2024-01-04,Thursday,3,32,Bleisure,Suite,BAR,358.26,1074.78,8.1,Passive,False
R01620,G0312,2,2024-11-29,Wednesday,2,51,Business,Junior Suite,Loyalty Rate,252.79,505.58,9.6,Promoter,True
R01621,G0312,3,2023-09-03,Saturday,5,62,Leisure,Suite,BAR,346.6,1733.0,8.8,Passive,True
R01622,G0312,4,2024-04-29,Saturday,7,34,Leisure,Junior Suite,BAR,246.58,1726.06,7.5,Passive,False
R01623,G0312,5,2023-05-25,Tuesday,1,16,Business,Suite,Loyalty Rate,378.71,378.71,9.4,Promoter,True
R01624,G0312,6,2024-09-23,Thursday,1,80,Business,Junior Suite,Loyalty Rate,263.98,263.98,8.2,Passive,False
R01625,G0312,7,2024-05-21,Saturday,6,33,Leisure,Presidential Suite,Loyalty Rate,641.17,3847.02,10.0,Promoter,True
R01626,G0312,8,2023-11-25,Friday,4,57,Leisure,Deluxe,Loyalty Rate,187.36,749.44,9.6,Promoter,True
R01627,G0312,9,2024-03-22,Saturday,2,39,Leisure,Suite,Loyalty Rate,340.33,680.66,8.3,Passive,False
R01628,G0312,10,2024-02-07,Sunday,3,33,Leisure,Deluxe,BAR,188.91,566.73,9.7,Promoter,False
R01629,G0312,11,2023-06-04,Friday,5,73,Leisure,Junior Suite,Package,248.71,1243.55,8.8,Passive,False
R01630,G0312,12,2024-12-17,Sunday,5,52,Leisure,Suite,Loyalty Rate,371.18,1855.9,9.4,Promoter,True
R01631,G0312,13,2024-07-25,Thursday,2,56,Bleisure,Suite,Loyalty Rate,359.24,718.48,9.1,Promoter,True
R01632,G0312,14,2024-10-07,Saturday,2,74,Bleisure,Suite,Loyalty Rate,341.29,682.58,8.0,Passive,False
R01633,G0313,1,2024-05-22,Saturday,5,16,Bleisure,Suite,OTA Rate,386.11,1930.55,7.4,Passive,False
R01634,G0313,2,2023-06-21,Friday,4,19,Bleisure,Presidential Suite,OTA Rate,719.58,2878.32,9.0,Promoter,True
R01635,G0313,3,2023-06-13,Monday,3,13,Business,Deluxe,OTA Rate,196.23,588.69,7.9,Passive,False
R01636,G0313,4,2024-01-01,Saturday,5,29,Leisure,Presidential Suite,OTA Rate,666.92,3334.6,7.9,Passive,False
R01637,G0313,5,2024-02-26,Thursday,5,9,Leisure,Junior Suite,OTA Rate,274.3,1371.5,7.4,Passive,False
R01638,G0313,6,2024-08-23,Wednesday,1,19,Business,Suite,OTA Rate,396.68,396.68,8.5,Passive,True
R01639,G0313,7,2024-08-11,Saturday,6,26,Leisure,Deluxe,OTA Rate,198.57,1191.42,9.9,Promoter,False
R01640,G0313,8,2024-03-13,Thursday,2,27,Business,Junior Suite,OTA Rate,288.12,576.24,7.3,Passive,False
R01641,G0313,9,2024-09-03,Saturday,3,27,Leisure,Junior Suite,OTA Rate,288.32,864.96,8.2,Passive,False
R01642,G0313,10,2023-10-31,Monday,1,19,Business,Junior Suite,OTA Rate,270.5,270.5,9.3,Promoter,True
R01643,G0313,11,2023-06-10,Saturday,6,26,Leisure,Suite,OTA Rate,401.34,2408.04,8.1,Passive,False
R01644,G0313,12,2023-04-17,Thursday,4,8,Bleisure,Junior Suite,OTA Rate,256.83,1027.32,8.6,Passive,True
R01645,G0313,13,2024-12-02,Saturday,3,5,Leisure,Presidential Suite,OTA Rate,717.29,2151.87,7.4,Passive,False
R01646,G0313,14,2024-06-27,Thursday,5,10,Leisure,Deluxe,OTA Rate,206.09,1030.45,8.5,Passive,False
R01647,G0313,15,2023-12-16,Friday,5,3,Bleisure,Suite,OTA Rate,407.25,2036.25,8.1,Passive,False
R01648,G0313,16,2024-06-22,Saturday,1,15,Business,Suite,OTA Rate,395.4,395.4,9.0,Promoter,True
R01649,G0313,17,2023-12-04,Sunday,4,3,Leisure,Junior Suite,OTA Rate,258.47,1033.88,9.1,Promoter,False
R01650,G0313,18,2023-07-24,Thursday,7,12,Leisure,Junior Suite,OTA Rate,273.64,1915.48,10.0,Promoter,False
R01651,G0313,19,2024-09-05,Sunday,4,13,Leisure,Standard,OTA Rate,150.24,600.96,8.7,Passive,True
R01652,G0313,20,2024-12-04,Thursday,5,7,Bleisure,Presidential Suite,OTA Rate,692.29,3461.45,8.5,Passive,False
R01653,G0313,21,2024-09-27,Friday,3,13,Leisure,Suite,OTA Rate,369.71,1109.13,8.4,Passive,False
R01654,G0313,22,2024-07-10,Friday,2,3,Business,Junior Suite,OTA Rate,261.48,522.96,7.9,Passive,False
R01655,G0313,23,2023-04-12,Friday,4,24,Bleisure,Junior Suite,OTA Rate,275.05,1100.2,8.5,Passive,False
R01656,G0314,1,2023-12-05,Sunday,5,11,Leisure,Standard,OTA Rate,151.78,758.9,6.1,Detractor,False
R01657,G0315,1,2024-05-20,Sunday,3,9,Bleisure,Deluxe,OTA Rate,190.18,570.54,6.8,Detractor,False
R01658,G0315,2,2023-01-08,Wednesday,2,17,Business,Deluxe,OTA Rate,193.81,387.62,8.1,Passive,False
R01659,G0315,3,2024-06-27,Thursday,2,12,Leisure,Standard,OTA Rate,144.49,288.98,6.2,Detractor,False
R01660,G0315,4,2023-09-19,Wednesday,4,28,Bleisure,Standard,OTA Rate,138.41,553.64,7.9,Passive,False
R01661,G0316,1,2024-06-08,Friday,4,1,Leisure,Standard,OTA Rate,153.51,614.04,8.4,Passive,False
R01662,G0316,2,2023-07-26,Tuesday,3,14,Business,Standard,OTA Rate,152.1,456.3,7.5,Passive,False
R01663,G0316,3,2023-11-22,Sunday,7,3,Leisure,Junior Suite,OTA Rate,291.44,2040.08,5.9,Detractor,False
R01664,G0316,4,2024-02-23,Friday,2,26,Business,Suite,OTA Rate,375.06,750.12,7.1,Passive,False
R01665,G0316,5,2023-08-06,Friday,3,2,Leisure,Suite,OTA Rate,384.34,1153.02,8.6,Passive,True
R01666,G0316,6,2024-09-18,Thursday,6,25,Leisure,Suite,OTA Rate,405.81,2434.86,7.6,Passive,False
